,starttime,resolution,speed,volume,occupancy
11467,2014-02-21T01:25:00,0:05:00,NA,0,0
11470,2014-02-21T01:30:00,0:05:00,67,2,0.15
11471,2014-02-21T01:35:00,0:05:00,60,2,0.2
11474,2014-02-21T01:40:00,0:05:00,NA,0,0
11476,2014-02-21T01:45:00,0:05:00,57,2,0.2
11477,2014-02-21T01:50:00,0:05:00,59,4,0.15
11480,2014-02-21T01:55:00,0:05:00,NA,0,0
11487,2014-02-21T02:15:00,0:05:00,67,NA,0.3
11502,2014-02-21T02:50:00,0:05:00,NA,1,0.08
11516,2014-02-21T03:25:00,0:05:00,NA,1,0
11529,2014-02-21T04:00:00,0:05:00,NA,1,0.08
11544,2014-02-21T04:35:00,0:05:00,NA,28,2.9
11552,2014-02-21T04:55:00,0:05:00,65.43,14,0.4
11554,2014-02-21T05:00:00,0:05:00,67.07,14,1.57
11556,2014-02-21T05:05:00,0:05:00,64.77,26,3
11558,2014-02-21T05:10:00,0:05:00,66.3,46,3.92
11560,2014-02-21T05:15:00,0:05:00,64.27,60,7
11561,2014-02-21T05:20:00,0:05:00,63.39,64,6
11563,2014-02-21T05:25:00,0:05:00,62.35,69,7.5
11565,2014-02-21T05:30:00,0:05:00,62.96,85,7.69
11567,2014-02-21T05:35:00,0:05:00,62.75,79,9.6
11569,2014-02-21T05:40:00,0:05:00,61.09,85,7.46
11571,2014-02-21T05:45:00,0:05:00,60,103,13.2
11574,2014-02-21T05:50:00,0:05:00,57.85,107,10.54
11576,2014-02-21T05:55:00,0:05:00,59.07,59,13.33
11578,2014-02-21T06:00:00,0:05:00,58.55,138,14.08
11579,2014-02-21T06:05:00,0:05:00,55.56,45,15.5
11582,2014-02-21T06:10:00,0:05:00,27.46,119,29.23
11584,2014-02-21T06:15:00,0:05:00,27.52,97,30
11585,2014-02-21T06:20:00,0:05:00,38.96,128,20.92
11587,2014-02-21T06:25:00,0:05:00,24.4,89,32.8
11589,2014-02-21T06:30:00,0:05:00,21.23,110,31.77
11591,2014-02-21T06:35:00,0:05:00,20.86,84,32
11594,2014-02-21T06:40:00,0:05:00,26.41,115,33
11596,2014-02-21T06:45:00,0:05:00,27.1,89,28
11598,2014-02-21T06:50:00,0:05:00,33.86,119,21.38
11599,2014-02-21T06:55:00,0:05:00,23.18,77,28.9
11601,2014-02-21T07:00:00,0:05:00,22.96,115,30.15
11604,2014-02-21T07:05:00,0:05:00,18.72,86,37.8
11606,2014-02-21T07:10:00,0:05:00,20.6,121,35.69
11608,2014-02-21T07:15:00,0:05:00,22.81,32,28.5
11610,2014-02-21T07:20:00,0:05:00,18.18,110,37.77
11612,2014-02-21T07:25:00,0:05:00,17.59,82,38
11613,2014-02-21T07:30:00,0:05:00,16.63,101,41.54
11616,2014-02-21T07:35:00,0:05:00,17.89,81,37
11618,2014-02-21T07:40:00,0:05:00,19.88,102,31.77
11620,2014-02-21T07:45:00,0:05:00,18.13,78,36.8
11622,2014-02-21T07:50:00,0:05:00,18.32,100,35.08
11624,2014-02-21T07:55:00,0:05:00,21.13,30,29.25
11626,2014-02-21T08:00:00,0:05:00,20.14,105,38.31
11628,2014-02-21T08:05:00,0:05:00,19.79,78,36.2
11630,2014-02-21T08:10:00,0:05:00,18.83,104,39.92
11631,2014-02-21T08:15:00,0:05:00,19.52,81,33.9
11634,2014-02-21T08:20:00,0:05:00,18.91,107,35.23
11642,2014-02-21T08:40:00,0:05:00,NA,93,35.85
11650,2014-02-21T09:00:00,0:05:00,27.88,115,26.69
11651,2014-02-21T09:05:00,0:05:00,28.89,88,26.5
11653,2014-02-21T09:10:00,0:05:00,22.54,48,29.14
11656,2014-02-21T09:15:00,0:05:00,20.91,91,35.3
11658,2014-02-21T09:20:00,0:05:00,18.2,54,35.43
11660,2014-02-21T09:25:00,0:05:00,18.47,76,38.2
11662,2014-02-21T09:30:00,0:05:00,22.88,115,30.54
11664,2014-02-21T09:35:00,0:05:00,21.29,77,34.5
11666,2014-02-21T09:40:00,0:05:00,31.33,104,29
11668,2014-02-21T09:45:00,0:05:00,18.49,73,36
11670,2014-02-21T09:50:00,0:05:00,29.73,104,23.15
11672,2014-02-21T09:55:00,0:05:00,26.45,76,29
11674,2014-02-21T10:00:00,0:05:00,37.96,111,24.46
11676,2014-02-21T10:05:00,0:05:00,17.71,68,33.7
11677,2014-02-21T10:10:00,0:05:00,19.09,103,35.46
11679,2014-02-21T10:15:00,0:05:00,18.09,78,36.7
11682,2014-02-21T10:20:00,0:05:00,21.33,55,30.57
11684,2014-02-21T10:25:00,0:05:00,28.75,77,25.8
11686,2014-02-21T10:30:00,0:05:00,37.62,117,21.85
11688,2014-02-21T10:35:00,0:05:00,20.15,78,33.4
11690,2014-02-21T10:40:00,0:05:00,20.95,57,33.43
11692,2014-02-21T10:45:00,0:05:00,15.91,69,39.9
11694,2014-02-21T10:50:00,0:05:00,29.25,102,32.23
11696,2014-02-21T10:55:00,0:05:00,31.72,88,26.4
11697,2014-02-21T11:00:00,0:05:00,22.52,107,32.46
11699,2014-02-21T11:05:00,0:05:00,32.16,88,26.5
11702,2014-02-21T11:10:00,0:05:00,26.49,94,32.62
11704,2014-02-21T11:15:00,0:05:00,17.41,73,36.9
11705,2014-02-21T11:20:00,0:05:00,18.31,98,34
11708,2014-02-21T11:25:00,0:05:00,24.02,81,29.8
11710,2014-02-21T11:30:00,0:05:00,19.41,111,36.85
11712,2014-02-21T11:35:00,0:05:00,17.46,71,33.8
11714,2014-02-21T11:40:00,0:05:00,20.46,93,31.38
11716,2014-02-21T11:45:00,0:05:00,22.2,20,45
11717,2014-02-21T11:50:00,0:05:00,25.63,109,28.38
11726,2014-02-21T12:10:00,0:05:00,NA,79,8.92
11733,2014-02-21T12:30:00,0:05:00,58.06,104,11.54
11735,2014-02-21T12:35:00,0:05:00,58.55,87,13.8
11737,2014-02-21T12:40:00,0:05:00,58.34,83,9.85
11740,2014-02-21T12:45:00,0:05:00,58,87,12.1
11742,2014-02-21T12:50:00,0:05:00,60.35,92,8.85
11744,2014-02-21T12:55:00,0:05:00,60.54,83,11.2
11746,2014-02-21T13:00:00,0:05:00,58.38,96,10.08
11748,2014-02-21T13:05:00,0:05:00,58.42,72,11.3
11750,2014-02-21T13:10:00,0:05:00,58.78,100,11
11751,2014-02-21T13:15:00,0:05:00,57.37,82,11.2
11753,2014-02-21T13:20:00,0:05:00,57.51,110,12.23
11756,2014-02-21T13:25:00,0:05:00,56.57,88,12.3
11757,2014-02-21T13:30:00,0:05:00,59.89,54,10.29
11759,2014-02-21T13:35:00,0:05:00,60.46,70,9
11761,2014-02-21T13:40:00,0:05:00,59.08,91,9.15
11763,2014-02-21T13:45:00,0:05:00,60.45,92,13
11765,2014-02-21T13:50:00,0:05:00,60.34,117,11.15
11767,2014-02-21T13:55:00,0:05:00,58.81,96,11.4
11769,2014-02-21T14:00:00,0:05:00,60.08,49,9.57
11771,2014-02-21T14:05:00,0:05:00,61.51,91,10.8
11773,2014-02-21T14:10:00,0:05:00,58.72,149,15.08
11775,2014-02-21T14:15:00,0:05:00,59.4,87,10.5
11778,2014-02-21T14:20:00,0:05:00,60.4,99,9.77
11779,2014-02-21T14:25:00,0:05:00,59.89,91,12.8
11782,2014-02-21T14:30:00,0:05:00,60.57,101,9.62
11784,2014-02-21T14:35:00,0:05:00,60.18,102,12.3
11786,2014-02-21T14:40:00,0:05:00,59.1,122,13.31
11787,2014-02-21T14:45:00,0:05:00,59.87,103,14
11795,2014-02-21T15:05:00,0:05:00,59.53,89,NA
11804,2014-02-21T15:25:00,0:05:00,60.32,112,14.6
11806,2014-02-21T15:30:00,0:05:00,61.12,113,11.31
11807,2014-02-21T15:35:00,0:05:00,60.73,102,13.3
11810,2014-02-21T15:40:00,0:05:00,59.13,143,14.31
11811,2014-02-21T15:45:00,0:05:00,29.67,104,32.1
11813,2014-02-21T15:50:00,0:05:00,37.94,77,21.14
11816,2014-02-21T15:55:00,0:05:00,26.79,92,28.4
11823,2014-02-21T16:15:00,0:05:00,35.52,112,NA
11838,2014-02-21T16:50:00,0:05:00,59.91,131,NA
11845,2014-02-21T17:10:00,0:05:00,61.47,86,17.14
11848,2014-02-21T17:15:00,0:05:00,58.69,108,14.2
11850,2014-02-21T17:20:00,0:05:00,61.15,115,11.23
11852,2014-02-21T17:25:00,0:05:00,61.29,112,14
11853,2014-02-21T17:30:00,0:05:00,61.39,88,16
11855,2014-02-21T17:35:00,0:05:00,63.35,106,12.9
11858,2014-02-21T17:40:00,0:05:00,61.44,119,10.92
11860,2014-02-21T17:45:00,0:05:00,59.91,90,11.1
11861,2014-02-21T17:50:00,0:05:00,62.81,101,9.08
11863,2014-02-21T17:55:00,0:05:00,62.83,69,8.3
11866,2014-02-21T18:00:00,0:05:00,61.09,91,8.62
11868,2014-02-21T18:05:00,0:05:00,61.08,39,8.83
11870,2014-02-21T18:10:00,0:05:00,60.1,103,10.31
11872,2014-02-21T18:15:00,0:05:00,60.81,31,10.75
11874,2014-02-21T18:20:00,0:05:00,59.96,49,8.71
11876,2014-02-21T18:25:00,0:05:00,61.84,64,7.4
11877,2014-02-21T18:30:00,0:05:00,62.17,89,8.15
11879,2014-02-21T18:35:00,0:05:00,60.9,69,8
11881,2014-02-21T18:40:00,0:05:00,60.81,105,10.38
11883,2014-02-21T18:45:00,0:05:00,63.9,67,8
11885,2014-02-21T18:50:00,0:05:00,60.68,74,8.46
11887,2014-02-21T18:55:00,0:05:00,61.31,49,5.5
11890,2014-02-21T19:00:00,0:05:00,63.29,35,5.57
11892,2014-02-21T19:05:00,0:05:00,63.37,43,4.9
11894,2014-02-21T19:10:00,0:05:00,61.45,73,6.77
11895,2014-02-21T19:15:00,0:05:00,62.47,30,6.33
11898,2014-02-21T19:20:00,0:05:00,63.38,48,4.46
11900,2014-02-21T19:25:00,0:05:00,64.36,33,3.5
11901,2014-02-21T19:30:00,0:05:00,62.76,49,3.92
11903,2014-02-21T19:35:00,0:05:00,62.37,49,5.6
11905,2014-02-21T19:40:00,0:05:00,60.7,43,3.54
11907,2014-02-21T19:45:00,0:05:00,62.08,24,2.6
11910,2014-02-21T19:50:00,0:05:00,64,39,3.15
11912,2014-02-21T19:55:00,0:05:00,62,36,4.2
11914,2014-02-21T20:00:00,0:05:00,63.65,48,4.23
11922,2014-02-21T20:20:00,0:05:00,61.48,NA,4.31
11936,2014-02-21T20:55:00,0:05:00,62.8,25,NA
11944,2014-02-21T21:15:00,0:05:00,62.56,34,3.2
11945,2014-02-21T21:20:00,0:05:00,62.9,40,2.92
11948,2014-02-21T21:25:00,0:05:00,64.24,17,1.3
11950,2014-02-21T21:30:00,0:05:00,64.09,32,2.54
11952,2014-02-21T21:35:00,0:05:00,65.35,20,1.5
11953,2014-02-21T21:40:00,0:05:00,64,32,2.15
11956,2014-02-21T21:45:00,0:05:00,64.4,15,1.1
11964,2014-02-21T22:05:00,0:05:00,63,2,NA
11978,2014-02-21T22:40:00,0:05:00,63.8,NA,0.54
11985,2014-02-21T23:00:00,0:05:00,65.43,7,0.31
11987,2014-02-21T23:05:00,0:05:00,64.43,7,0.1
11990,2014-02-21T23:10:00,0:05:00,60.67,3,0.23
11991,2014-02-21T23:15:00,0:05:00,57,2,0.2
11993,2014-02-21T23:20:00,0:05:00,60.75,8,0.46
11995,2014-02-21T23:25:00,0:05:00,65,18,1.8
11997,2014-02-21T23:30:00,0:05:00,63.5,12,0.62
11999,2014-02-21T23:35:00,0:05:00,62.75,8,0.7
12001,2014-02-21T23:40:00,0:05:00,62,3,0.15
12003,2014-02-21T23:45:00,0:05:00,60.33,6,0.6
12005,2014-02-21T23:50:00,0:05:00,64.4,10,0.46
12007,2014-02-21T23:55:00,0:05:00,63,2,0
12009,2014-02-22T00:00:00,0:05:00,62,1,0.08
12011,2014-02-22T00:05:00,0:05:00,62,2,0
12013,2014-02-22T00:10:00,0:05:00,63.67,3,0.31
12016,2014-02-22T00:15:00,0:05:00,67.75,4,0.3
12018,2014-02-22T00:20:00,0:05:00,63.63,19,1.54
12020,2014-02-22T00:25:00,0:05:00,58,2,0
12021,2014-02-22T00:30:00,0:05:00,32,4,0.15
12023,2014-02-22T00:35:00,0:05:00,66,3,0
12026,2014-02-22T00:40:00,0:05:00,60.25,8,0.23
12033,2014-02-22T01:00:00,0:05:00,0,2,NA
12048,2014-02-22T01:35:00,0:05:00,NA,1,0
12062,2014-02-22T02:10:00,0:05:00,NA,NA,0
12075,2014-02-22T02:45:00,0:05:00,NA,1,0
12084,2014-02-22T03:05:00,0:05:00,NA,0,0
12086,2014-02-22T03:10:00,0:05:00,62,2,0.15
12087,2014-02-22T03:15:00,0:05:00,NA,0,0
12090,2014-02-22T03:20:00,0:05:00,NA,0,0
12092,2014-02-22T03:25:00,0:05:00,76,4,0.3
12094,2014-02-22T03:30:00,0:05:00,62.17,12,0.62
12095,2014-02-22T03:35:00,0:05:00,67,4,0.2
12097,2014-02-22T03:40:00,0:05:00,72.67,3,0.15
12100,2014-02-22T03:45:00,0:05:00,62.6,10,0.8
12102,2014-02-22T03:50:00,0:05:00,67,4,0.15
12104,2014-02-22T03:55:00,0:05:00,66,4,0.4
12106,2014-02-22T04:00:00,0:05:00,66,7,0.23
12108,2014-02-22T04:05:00,0:05:00,66.2,5,0
12110,2014-02-22T04:10:00,0:05:00,61.38,16,2.29
12111,2014-02-22T04:15:00,0:05:00,60.33,6,0.4
12113,2014-02-22T04:20:00,0:05:00,64.86,7,0.54
12115,2014-02-22T04:25:00,0:05:00,64,12,1
12117,2014-02-22T04:30:00,0:05:00,65.73,15,1
12119,2014-02-22T04:35:00,0:05:00,62.52,33,4.1
12121,2014-02-22T04:40:00,0:05:00,67.2,20,2.71
12124,2014-02-22T04:45:00,0:05:00,67.5,36,4
12126,2014-02-22T04:50:00,0:05:00,64,15,0.85
12128,2014-02-22T04:55:00,0:05:00,55.56,9,0.6
12129,2014-02-22T05:00:00,0:05:00,65,22,2.08
12132,2014-02-22T05:05:00,0:05:00,66.15,26,2.2
12134,2014-02-22T05:10:00,0:05:00,67,6,1
12135,2014-02-22T05:15:00,0:05:00,64.58,45,4.6
12137,2014-02-22T05:20:00,0:05:00,64.85,72,6.15
12139,2014-02-22T05:25:00,0:05:00,65.71,45,5.1
12141,2014-02-22T05:30:00,0:05:00,62.7,101,8.77
12144,2014-02-22T05:35:00,0:05:00,61.58,64,7.2
12146,2014-02-22T05:40:00,0:05:00,61.63,121,11.38
12148,2014-02-22T05:45:00,0:05:00,63.92,98,11.1
12149,2014-02-22T05:50:00,0:05:00,62.53,89,8.31
12151,2014-02-22T05:55:00,0:05:00,64.07,90,10.9
12154,2014-02-22T06:00:00,0:05:00,62.27,126,11.92
12156,2014-02-22T06:05:00,0:05:00,60.94,113,14.1
12158,2014-02-22T06:10:00,0:05:00,48.2,120,24.56
12160,2014-02-22T06:15:00,0:05:00,22.22,79,46.8
12162,2014-02-22T06:20:00,0:05:00,40.4,149,22.69
12163,2014-02-22T06:25:00,0:05:00,20.7,88,34.8
12166,2014-02-22T06:30:00,0:05:00,22.2,127,38.54
12174,2014-02-22T06:50:00,0:05:00,24.34,NA,30.85
12187,2014-02-22T07:25:00,0:05:00,7.43,44,NA
12196,2014-02-22T07:45:00,0:05:00,30.25,76,31.2
12198,2014-02-22T07:50:00,0:05:00,24.84,119,30.62
12199,2014-02-22T07:55:00,0:05:00,45.92,102,19.8
12201,2014-02-22T08:00:00,0:05:00,19.18,103,36.69
12204,2014-02-22T08:05:00,0:05:00,14.2,80,43.2
12206,2014-02-22T08:10:00,0:05:00,21.46,112,35.83
12208,2014-02-22T08:15:00,0:05:00,30.12,82,31.2
12216,2014-02-22T08:35:00,0:05:00,NA,82,36.4
12223,2014-02-22T08:55:00,0:05:00,51.93,113,18.3
12226,2014-02-22T09:00:00,0:05:00,52.57,153,18.15
12228,2014-02-22T09:05:00,0:05:00,24.16,88,37.9
12229,2014-02-22T09:10:00,0:05:00,25.27,78,36.14
12232,2014-02-22T09:15:00,0:05:00,49.09,46,20
12234,2014-02-22T09:20:00,0:05:00,38.23,120,25.25
12236,2014-02-22T09:25:00,0:05:00,41.9,100,21
12244,2014-02-22T09:45:00,0:05:00,60.4,73,NA
12258,2014-02-22T10:20:00,0:05:00,61.1,NA,10.77
12265,2014-02-22T10:40:00,0:05:00,61.17,71,6.62
12267,2014-02-22T10:45:00,0:05:00,60.84,75,9.2
12269,2014-02-22T10:50:00,0:05:00,62.28,106,10.08
12271,2014-02-22T10:55:00,0:05:00,62.64,36,5
12273,2014-02-22T11:00:00,0:05:00,62.38,64,9.25
12275,2014-02-22T11:05:00,0:05:00,63.98,80,9.6
12277,2014-02-22T11:10:00,0:05:00,63.97,105,11
12286,2014-02-22T11:30:00,0:05:00,63.41,NA,8.58
12294,2014-02-22T11:50:00,0:05:00,62.9,101,9
12295,2014-02-22T11:55:00,0:05:00,63.16,38,7.5
12297,2014-02-22T12:00:00,0:05:00,62.8,89,9.08
12300,2014-02-22T12:05:00,0:05:00,63.5,68,8.7
12301,2014-02-22T12:10:00,0:05:00,63.3,37,7.29
12303,2014-02-22T12:15:00,0:05:00,63.5,24,6
12305,2014-02-22T12:20:00,0:05:00,57.91,91,10.83
12307,2014-02-22T12:25:00,0:05:00,57.84,96,13.9
12310,2014-02-22T12:30:00,0:05:00,61.65,108,10.08
12311,2014-02-22T12:35:00,0:05:00,62.61,87,10
12313,2014-02-22T12:40:00,0:05:00,62.62,113,10.54
12315,2014-02-22T12:45:00,0:05:00,59.77,86,11.6
12317,2014-02-22T12:50:00,0:05:00,62,122,11.08
12319,2014-02-22T12:55:00,0:05:00,61,32,12
12322,2014-02-22T13:00:00,0:05:00,62.64,88,8.77
12324,2014-02-22T13:05:00,0:05:00,62.53,74,9.7
12326,2014-02-22T13:10:00,0:05:00,61.37,86,8.15
12328,2014-02-22T13:15:00,0:05:00,60.49,65,9
12329,2014-02-22T13:20:00,0:05:00,62,125,11.54
12331,2014-02-22T13:25:00,0:05:00,62.53,90,11.6
12333,2014-02-22T13:30:00,0:05:00,60.99,117,11.46
12336,2014-02-22T13:35:00,0:05:00,60.7,82,11.9
12337,2014-02-22T13:40:00,0:05:00,57.58,95,9.83
12339,2014-02-22T13:45:00,0:05:00,61.01,94,12.2
12341,2014-02-22T13:50:00,0:05:00,62.83,86,7.54
12344,2014-02-22T13:55:00,0:05:00,59.53,90,10.1
12346,2014-02-22T14:00:00,0:05:00,61.01,111,10.92
12348,2014-02-22T14:05:00,0:05:00,62.22,82,11
12355,2014-02-22T14:25:00,0:05:00,60.72,NA,8.9
12364,2014-02-22T14:45:00,0:05:00,58.55,94,12.4
12366,2014-02-22T14:50:00,0:05:00,58.51,109,11.23
12368,2014-02-22T14:55:00,0:05:00,57.45,96,13.9
12370,2014-02-22T15:00:00,0:05:00,57.05,65,12.57
12372,2014-02-22T15:05:00,0:05:00,58.08,83,11
12374,2014-02-22T15:10:00,0:05:00,58.82,121,13.23
12376,2014-02-22T15:15:00,0:05:00,58.23,90,12
12378,2014-02-22T15:20:00,0:05:00,54.14,105,12.5
12380,2014-02-22T15:25:00,0:05:00,55.43,84,11.6
12381,2014-02-22T15:30:00,0:05:00,58.3,104,10.62
12383,2014-02-22T15:35:00,0:05:00,60.47,78,9.7
12385,2014-02-22T15:40:00,0:05:00,58.46,101,10
12388,2014-02-22T15:45:00,0:05:00,60.33,80,10.4
12390,2014-02-22T15:50:00,0:05:00,56.35,43,9.33
12397,2014-02-22T16:10:00,0:05:00,NA,128,14.5
12406,2014-02-22T16:30:00,0:05:00,58.92,126,13.31
12408,2014-02-22T16:35:00,0:05:00,58.72,90,12.3
12410,2014-02-22T16:40:00,0:05:00,55.25,100,12.17
12411,2014-02-22T16:45:00,0:05:00,58.1,104,12.9
12414,2014-02-22T16:50:00,0:05:00,58.27,111,11.08
12416,2014-02-22T16:55:00,0:05:00,57.73,100,13.2
12418,2014-02-22T17:00:00,0:05:00,59.12,83,8
12420,2014-02-22T17:05:00,0:05:00,55.66,87,11.9
12422,2014-02-22T17:10:00,0:05:00,51.86,116,14.17
12423,2014-02-22T17:15:00,0:05:00,53.59,93,14.33
12426,2014-02-22T17:20:00,0:05:00,55.46,127,14.92
12428,2014-02-22T17:25:00,0:05:00,56.11,114,16.2
12429,2014-02-22T17:30:00,0:05:00,54.56,128,15.82
12432,2014-02-22T17:35:00,0:05:00,60,72,9.44
12434,2014-02-22T17:40:00,0:05:00,54.32,106,11.83
12436,2014-02-22T17:45:00,0:05:00,57.84,97,11.9
12438,2014-02-22T17:50:00,0:05:00,55.83,113,11.92
12440,2014-02-22T17:55:00,0:05:00,57.09,101,13.8
12442,2014-02-22T18:00:00,0:05:00,59.47,90,8.46
12444,2014-02-22T18:05:00,0:05:00,57.45,87,13
12446,2014-02-22T18:10:00,0:05:00,58.55,100,11.62
12448,2014-02-22T18:15:00,0:05:00,56.17,82,11.6
12450,2014-02-22T18:20:00,0:05:00,57.45,64,11.86
12452,2014-02-22T18:25:00,0:05:00,53.2,82,12.5
12454,2014-02-22T18:30:00,0:05:00,59.35,107,10.46
12456,2014-02-22T18:35:00,0:05:00,59.41,83,10.5
12458,2014-02-22T18:40:00,0:05:00,58.83,70,6.54
12460,2014-02-22T18:45:00,0:05:00,59.78,54,7.7
12462,2014-02-22T18:50:00,0:05:00,61.59,63,5.31
12463,2014-02-22T18:55:00,0:05:00,62.72,75,9.1
12465,2014-02-22T19:00:00,0:05:00,60.67,93,8.92
12467,2014-02-22T19:05:00,0:05:00,60.37,57,8.3
12469,2014-02-22T19:10:00,0:05:00,63.56,45,3.23
12471,2014-02-22T19:15:00,0:05:00,62.82,56,6.27
12473,2014-02-22T19:20:00,0:05:00,63.31,51,4.38
12475,2014-02-22T19:40:00,0:05:00,59.93,41,6
12477,2014-02-22T19:45:00,0:05:00,63.26,47,5.9
12480,2014-02-22T19:50:00,0:05:00,55,2,2
12482,2014-02-22T19:55:00,0:05:00,64,26,2.55
12484,2014-02-22T20:00:00,0:05:00,62.5,46,4.23
12485,2014-02-22T20:05:00,0:05:00,63.24,42,5.1
12487,2014-02-22T20:10:00,0:05:00,62.97,39,3.58
12490,2014-02-22T20:15:00,0:05:00,62.39,31,3.4
12492,2014-02-22T20:20:00,0:05:00,63.41,41,3.46
12494,2014-02-22T20:25:00,0:05:00,59.88,51,6.45
12496,2014-02-22T20:30:00,0:05:00,65.4,15,1.71
12497,2014-02-22T20:35:00,0:05:00,62.1,20,1.7
12499,2014-02-22T20:40:00,0:05:00,62.46,39,3.46
12501,2014-02-22T20:45:00,0:05:00,62.42,50,6.5
12510,2014-02-22T21:05:00,0:05:00,59,12,NA
12517,2014-02-22T21:25:00,0:05:00,62.13,31,3
12519,2014-02-22T21:30:00,0:05:00,60.73,30,2.46
12521,2014-02-22T21:35:00,0:05:00,63.92,36,3.4
12524,2014-02-22T21:40:00,0:05:00,63.87,39,3.08
12525,2014-02-22T21:45:00,0:05:00,62.57,14,1.33
12528,2014-02-22T21:50:00,0:05:00,61.43,30,2.92
12529,2014-02-22T21:55:00,0:05:00,65,8,0.89
12531,2014-02-22T22:00:00,0:05:00,58.67,6,0.86
12534,2014-02-22T22:05:00,0:05:00,64.83,18,1.2
12536,2014-02-22T22:10:00,0:05:00,61.96,25,1.67
12537,2014-02-22T22:15:00,0:05:00,63.71,14,0.6
12539,2014-02-22T22:20:00,0:05:00,59,8,1.14
12541,2014-02-22T22:25:00,0:05:00,61.14,14,1.4
12544,2014-02-22T22:30:00,0:05:00,61.09,11,0.5
12546,2014-02-22T22:35:00,0:05:00,65.8,5,1.25
12547,2014-02-22T22:40:00,0:05:00,57.71,21,5
12550,2014-02-22T22:45:00,0:05:00,59.9,21,1.9
12552,2014-02-22T22:50:00,0:05:00,59,10,0.38
12554,2014-02-22T22:55:00,0:05:00,63,2,0.22
12555,2014-02-22T23:00:00,0:05:00,59.27,11,0.67
12557,2014-02-22T23:05:00,0:05:00,65.53,19,1.5
12559,2014-02-22T23:10:00,0:05:00,NA,0,0
12561,2014-02-22T23:15:00,0:05:00,64.67,6,0.4
12563,2014-02-22T23:20:00,0:05:00,63,5,0.23
12565,2014-02-22T23:25:00,0:05:00,65.14,7,0.3
12568,2014-02-22T23:30:00,0:05:00,62.67,3,0.43
12570,2014-02-22T23:35:00,0:05:00,60.11,9,1
12572,2014-02-22T23:40:00,0:05:00,61.33,3,0.17
12574,2014-02-22T23:45:00,0:05:00,70.14,7,0.78
12576,2014-02-22T23:50:00,0:05:00,62.29,7,0.54
12577,2014-02-22T23:55:00,0:05:00,NA,0,0
12580,2014-02-23T00:00:00,0:05:00,63.6,5,0.17
12581,2014-02-23T00:05:00,0:05:00,60,8,0.8
12583,2014-02-23T00:10:00,0:05:00,61.14,7,1
12586,2014-02-23T00:15:00,0:05:00,NA,0,0
12587,2014-02-23T00:20:00,0:05:00,67,2,0
12590,2014-02-23T00:25:00,0:05:00,60,4,0
12591,2014-02-23T00:30:00,0:05:00,NA,0,0
12593,2014-02-23T00:35:00,0:05:00,64,2,0.2
12596,2014-02-23T00:40:00,0:05:00,NA,0,0
12597,2014-02-23T00:45:00,0:05:00,NA,0,0
12599,2014-02-23T00:50:00,0:05:00,63.5,4,0.08
12607,2014-02-23T01:10:00,0:05:00,NA,3,0
12621,2014-02-23T01:45:00,0:05:00,NA,11,1.33
12636,2014-02-23T02:20:00,0:05:00,NA,0,0
12643,2014-02-23T02:40:00,0:05:00,59,2,0
12646,2014-02-23T02:45:00,0:05:00,63.43,7,0.67
12648,2014-02-23T02:50:00,0:05:00,66,2,0.07
12650,2014-02-23T02:55:00,0:05:00,62,1,0
12652,2014-02-23T03:00:00,0:05:00,70.25,4,0.78
12654,2014-02-23T03:05:00,0:05:00,63,5,0.2
12656,2014-02-23T03:10:00,0:05:00,NA,0,0
12658,2014-02-23T03:15:00,0:05:00,63.89,9,0.27
12660,2014-02-23T03:20:00,0:05:00,69,6,0.4
12661,2014-02-23T03:25:00,0:05:00,60,4,0.27
12663,2014-02-23T03:30:00,0:05:00,NA,0,0
12665,2014-02-23T03:35:00,0:05:00,65.6,5,0.17
12668,2014-02-23T03:40:00,0:05:00,56.57,7,0.33
12669,2014-02-23T03:45:00,0:05:00,69,2,0
12671,2014-02-23T03:50:00,0:05:00,59,4,0.13
12674,2014-02-23T03:55:00,0:05:00,60.83,6,0.4
12676,2014-02-23T04:00:00,0:05:00,62.67,6,0.46
12678,2014-02-23T04:05:00,0:05:00,NA,0,0
12680,2014-02-23T04:10:00,0:05:00,66,6,0.46
12682,2014-02-23T04:15:00,0:05:00,64.55,11,1.36
12684,2014-02-23T04:20:00,0:05:00,63.43,7,0.44
12686,2014-02-23T04:25:00,0:05:00,63.55,22,2.1
12687,2014-02-23T04:30:00,0:05:00,64.21,29,2.64
12689,2014-02-23T04:35:00,0:05:00,65.39,31,3.1
12691,2014-02-23T04:40:00,0:05:00,64.83,42,3.36
12693,2014-02-23T04:45:00,0:05:00,65.5,36,2.13
12695,2014-02-23T04:50:00,0:05:00,65.57,28,1.53
12697,2014-02-23T04:55:00,0:05:00,65.62,21,2.11
12699,2014-02-23T05:00:00,0:05:00,64.88,41,2.73
12701,2014-02-23T05:05:00,0:05:00,65.02,44,2.87
12704,2014-02-23T05:10:00,0:05:00,64.65,55,4
12706,2014-02-23T05:15:00,0:05:00,64.74,38,5
12708,2014-02-23T05:20:00,0:05:00,65.33,63,5.23
12709,2014-02-23T05:25:00,0:05:00,64.61,72,7.91
12711,2014-02-23T05:30:00,0:05:00,63.01,105,8.33
12714,2014-02-23T05:35:00,0:05:00,62.37,145,12.87
12715,2014-02-23T05:40:00,0:05:00,63.28,127,10.47
12718,2014-02-23T05:45:00,0:05:00,63.69,78,8.8
