TopDepth,BotDepth,_CAL,_GR,_SP,_LLD,_LLS,_AC,_DEN,_PEF,Lith_Section
2203.03,2204.1,9.3182,110.104,-2.08249,7.43327,7.04998,68.5745,2.52242,0.259042,mudstone
2204.1,2205.24,8.8129,109.144,-4.26421,38.0036,34.4474,66.4488,2.52013,0.244001,siltstone
2205.24,2205.87,8.65935,109.529,-5.03714,14.7018,17.9335,66.39,2.52527,0.140491,muddy siltstone
2205.87,2206.19,8.69382,109.662,-4.2031,11.9924,13.9305,66.6731,2.52869,0.118409,siltstone
2206.19,2207.95,9.15525,110.044,-1.83641,8.70499,8.47659,67.7628,2.53097,-0.0770164,mudstone
2207.95,2208.9,8.81838,109.406,-2.96278,23.4868,26.0308,65.9371,2.57373,0.177432,siltstone
2208.9,2209.66,8.81995,109.922,-4.28569,9.68416,11.2537,67.2235,2.53553,0.183084,mudstone
2209.66,2210.23,8.84189,109.521,-8.09584,16.407,19.7464,66.6942,2.5475,0.0763889,siltstone
2210.23,2210.61,8.64525,109.495,-12.7467,10.5642,12.4066,66.3511,2.50645,-0.15077,muddy siltstone
2210.61,2210.98,8.67502,109.418,-17.2191,21.8008,22.8308,66.2518,2.51899,-0.159813,siltstone
2210.98,2211.3,8.83249,108.963,-20.6609,55.6728,41.7812,65.7068,2.51956,-0.148673,siltstone
2211.3,2212.06,8.74553,109.246,-22.7304,28.5475,27.1684,65.9857,2.48592,-0.131296,siltstone
2212.06,2213.57,8.65543,109.589,-16.1703,12.4354,13.4073,66.7285,2.51272,-0.126981,muddy siltstone
2213.57,2214.52,8.6711,109.511,-6.67055,20.8801,22.2833,66.2972,2.52527,-0.123183,mudstone
2214.52,2215.47,8.6852,109.907,-2.83561,10.4317,11.8895,67.2083,2.52698,-0.113565,mudstone
